IDENTIFICADOR_EMPRESA,EMPRESA,FECHA,ANIO,TRIMESTRE,HORA,COD_DANE,DEPARTAMENTO,MUNICIPIO,CENTRO_POBLADO,UBICACION,SEXO,EDAD,TIPO_IDENTIFICACION,VINCULADO_EMPRESA,TIPO_VINCULACION,GRADO_ESCOLARIDAD,TIEMPO_VINCULACION,SECCION_EMPRESA,TIPO_LESION,ORIGEN_ACCIDENTE,CAUSA_ACCIDENTE,MEDIDAS
2103.0,CODENSA S.A. ESP,09/26/2018,2018,3,10:00:00,11001000,"BOGOTÃ, D.C.","BOGOTA, D.C.","BOGOTA, D.C.",SECTOR URBANO,M,99,OTRO,N,NO APLICA,OTRO,11111,,Otra,ViolaciÃ³n de distancias de seguridad,Contacto Directo,39
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,2019-11-10 00:00:00,2019,4,11:30:00,8758000,ATLÃNTICO,SOLEDAD,SOLEDAD,SECTOR URBANO,M,8,N.N.,N,NO APLICA,OTRO,11111,Mantenimiento - DistribuciÃ³n,Otra,Accidentes externos,Contacto Indirecto,FUE REALIZADA PODA A ARBOL ENVIADO POR COR
23390.0,COLENERGIA S.A.  ESP,2018-01-01 00:00:00,2018,1,16:20:00,52001000,NARIÃ‘O,PASTO,SAN JUAN DE PASTO,CENTRO POBLADO,M,20,N.N.,N,NO APLICA,BÃSICA PRIMARIA,11111,Otro - ComercializaciÃ³n,Otra,Otra,Otra,CUMPLIMIENTO DE PROTOCOLOS
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,07/22/2015,2015,3,09:00:00,23182007,CÃ“RDOBA,CHINU,NUEVO ORIENTE,SECTOR URBANO,M,52,C.C.,N,NO APLICA,BÃSICA PRIMARIA,11111,Mantenimiento - DistribuciÃ³n,Muerte,Fallas de mantenimiento,Contacto Indirecto,SE EFECTUO LA REPOSICION O EL CAMBIO DE 10 CRUCETAS POR METALICAS EN ESTE RAMAL DE NUEVORIENTE RURAL DEL MUNICIPIO DE CHINU
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,11/21/2013,2013,4,07:00:00,23079003,CÃ“RDOBA,BUENAVISTA,BELEN,ZONA RURAL DISPERSA,M,39,C.C.,N,NO APLICA,BACHILLER,11111,Mantenimiento - DistribuciÃ³n,Muerte,Falta conductor puesta a tierra,Contacto Directo,Se procedio a desenergizar el transformador que alimentaba la vivienda aislando el peligro en la zona La brigada procedio a realizar una inspeccion en la zona para verificar no hubiese peligro
2103.0,CODENSA S.A. ESP,2014-02-07 00:00:00,2014,4,19:40:00,11001000,"BOGOTÃ, D.C.","BOGOTA, D.C.","BOGOTA, D.C.",SECTOR URBANO,M,42,C.C.,N,NO APLICA,BÃSICA PRIMARIA,11111,Mantenimiento - DistribuciÃ³n,Quemaduras,Fallas a tierra,Arcod ElÃ©ctricos,9
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,2015-07-05 00:00:00,2015,2,08:26:00,13001000,BOLÃVAR,CARTAGENA DE INDIAS,CARTAGENA DE INDIAS,SECTOR URBANO,M,54,C.C.,N,NO APLICA,OTRO,11111,Mantenimiento - DistribuciÃ³n,Quemaduras,ViolaciÃ³n de distancias de seguridad,Arcod ElÃ©ctricos,Se les ilusttro a los Obreros y Capataces de la Obra de los Riesgos electricos que tienen las redes de 132 KV y las distancias de seguridad
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,05/13/2019,2019,2,08:40:00,8001000,ATLÃNTICO,BARRANQUILLA,BARRANQUILLA,SECTOR URBANO,M,62,N.N.,N,NO APLICA,BACHILLER TÃ‰CNICO,11111,Mantenimiento - DistribuciÃ³n,Otra,ViolaciÃ³n de distancias de seguridad,Contacto Directo,se le informo al encargado del edf que debia tener mas medidas de seguridad para el control del personal a la Subestacion
23390.0,COLENERGIA S.A.  ESP,2018-01-07 00:00:00,2018,3,16:20:00,52001000,NARIÃ‘O,PASTO,SAN JUAN DE PASTO,CENTRO POBLADO,M,20,N.N.,N,NO APLICA,BÃSICA PRIMARIA,11111,Otro - ComercializaciÃ³n,Otra,Otra,Otra,CUMPLIMIENTO DE PROTOCOLOS
2103.0,CODENSA S.A. ESP,2019-05-04 00:00:00,2019,2,09:30:00,11001000,"BOGOTÃ, D.C.","BOGOTA, D.C.","BOGOTA, D.C.",SECTOR URBANO,M,44,C.C.,N,NO APLICA,OTRO,11111,,Muerte,ViolaciÃ³n de distancias de seguridad,Contacto Indirecto,39
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,11/26/2017,2017,4,18:40:00,8001000,ATLÃNTICO,BARRANQUILLA,BARRANQUILLA,SECTOR URBANO,M,21,C.C.,S,CONTRATISTA,BACHILLER,2,Mantenimiento - TransmisiÃ³n,Derivadas,DesatenciÃ³n de normas tÃ©cnicas,Contacto Directo,REFORZAR EL PROTOCOLO DE COMUNICACIONCAPACITAR AL PERSONAL DEL PELIGRO DEL NO CUMPLIMIENTO DE LAS CINCO REGLAS DE OROREALIZAR Y DIVULGAR LECCIONES APRENDIDAS
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,02/24/2015,2015,3,15:02:00,23570000,CÃ“RDOBA,PUEBLO NUEVO,PUEBLO NUEVO,CENTRO POBLADO,M,61,C.C.,S,CONTRATISTA,BACHILLER,2,Mantenimiento - DistribuciÃ³n,Quemaduras,DesatenciÃ³n de normas tÃ©cnicas,Contacto Directo,TODAS LAS BRIGADAS ANTES DE COMENZAR CUAL ACTIVIDAD DEBEN APLICAR LAS CINCO REGLAS DE ORO
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,02/25/2015,2015,3,14:45:00,8001000,ATLÃNTICO,BARRANQUILLA,BARRANQUILLA,SECTOR URBANO,M,1,N.N.,N,NO APLICA,OTRO,11111,Mantenimiento - DistribuciÃ³n,Otra,Otra,Otra,Se procedio a levantar la linea secundaria y se solicitado presupuesto para adecuar las redes sendarias en la ciudad
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,10/28/2016,2016,4,17:30:00,13780000,BOLÃVAR,TALAIGUA NUEVO,TALAIGUA NUEVO,CENTRO POBLADO,M,73,C.C.,N,NO APLICA,BÃSICA PRIMARIA,11111,Mantenimiento - DistribuciÃ³n,Quemaduras,Cortocircuito,Contacto Directo,EMPALMAR RED DE BAJA TENSION PARTIDA AL PRESENTARSE CORTOCIRCUITO
520.0,CENTRALES ELECTRICAS DE NARIÃ‘O S.A. E.S.P.,2014-08-05 00:00:00,2014,2,09:00:00,52835000,NARIÃ‘O,SAN ANDRES DE TUMACO,TUMACO,ZONA RURAL DISPERSA,M,46,C.C.,S,PLANTA,TÃ‰CNICO,145,OperaciÃ³n - DistribuciÃ³n,Quemaduras,Fallas de operaciÃ³n,Arcod ElÃ©ctricos,10
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,2018-03-05 00:00:00,2018,2,21:00:00,8758000,ATLÃNTICO,SOLEDAD,SOLEDAD,SECTOR URBANO,F,22,N.N.,N,NO APLICA,BACHILLER,11111,Mantenimiento - DistribuciÃ³n,Otra,Otra,Contacto Indirecto,SE ANEXA INFORME
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,2016-12-12 00:00:00,2017,4,15:00:00,13001000,BOLÃVAR,CARTAGENA DE INDIAS,CARTAGENA DE INDIAS,SECTOR URBANO,M,40,C.C.,N,NO APLICA,BACHILLER,11111,Mantenimiento - DistribuciÃ³n,Quemaduras,ViolaciÃ³n de distancias de seguridad,Contacto Directo,Se realiza Inspeccion Tecnica al lugar donde ocurrio el accidente  Se Dialogo con las personas responsables de la administracion de la Institucion Educativa Los Angeles
3372.0,A.S.C INGENIERIA SOCIEDAD ANONIMA SA ESP.,12/30/2020,2017,4,16:20:00,52001000,NARIÃ‘O,PASTO,SAN JUAN DE PASTO,CENTRO POBLADO,M,20,N.N.,N,NO APLICA,BÃSICA PRIMARIA,11111,Otro - ComercializaciÃ³n,Otra,Otra,Otra,CUMPLIMIENTO DE PROTOCOLOS
1032.0,ELECTRIFICADORA DEL CAQUETA S.A. ESP,2020-01-07 00:00:00,2020,3,08:30:00,18001000,CAQUETÃ,FLORENCIA,FLORENCIA,ZONA RURAL DISPERSA,M,28,N.N.,N,NO APLICA,TÃ‰CNICO,11111,Otro - DistribuciÃ³n,Traumatismos,Accidentes externos,Contacto Directo,se infroma que las labores particulares sobre las redes deben coordinarse con la empresa
2103.0,CODENSA S.A. ESP,2018-05-07 00:00:00,2018,3,05:22:00,11001000,"BOGOTÃ, D.C.","BOGOTA, D.C.","BOGOTA, D.C.",SECTOR URBANO,M,38,C.C.,N,NO APLICA,OTRO,11111,,Quemaduras,ViolaciÃ³n de Ã¡reas restringidas,Contacto Directo,39
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,07/21/2015,2015,3,11:32:00,8001000,ATLÃNTICO,BARRANQUILLA,BARRANQUILLA,SECTOR URBANO,M,36,N.N.,N,NO APLICA,BACHILLER,11111,Mantenimiento - DistribuciÃ³n,Otra,Otra,Otra,Sugerencia a particualres de utilizar euqipo electricos en buen estado
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,11/24/2016,2017,4,21:15:00,13001000,BOLÃVAR,CARTAGENA DE INDIAS,CARTAGENA DE INDIAS,CENTRO POBLADO,F,42,C.C.,N,NO APLICA,BACHILLER,11111,Mantenimiento - DistribuciÃ³n,Quemaduras,Accidentes externos,Equipo defectuoso,Cambiar elementos en mal estado por las Brigadas en TET de Electricaribe
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,07/13/2010,2010,3,08:00:00,23001000,CÃ“RDOBA,MONTERIA,MONTERIA,SECTOR URBANO,M,8,OTRO,N,NO APLICA,BÃSICA PRIMARIA,11111,Otro - ComercializaciÃ³n,Otra,UniÃ³n y separaciÃ³n constante de materiales conductores,Contacto Directo,15
564.0,EMPRESAS PÃšBLICAS DE MEDELLIN E.S.P.,01/16/2015,2015,1,14:15:00,5001000,ANTIOQUIA,MEDELLÃN,MEDELLÃN,SECTOR URBANO,M,54,C.C.,S,PLANTA,TECNÃ“LOGO,360,Mantenimiento - DistribuciÃ³n,Quemaduras,DesatenciÃ³n de normas tÃ©cnicas,Contacto Indirecto,retroalimentacion del incidente con el equipo de trabajo de linea viva  verificacion de los procesos para los diferentes trabajos y revision de herramientas
2103.0,CODENSA S.A. ESP,2018-06-06 00:00:00,2018,2,16:15:00,11001000,"BOGOTÃ, D.C.","BOGOTA, D.C.","BOGOTA, D.C.",SECTOR URBANO,M,20,C.C.,N,NO APLICA,OTRO,11111,,Quemaduras,ViolaciÃ³n de distancias de seguridad,Contacto Indirecto,39
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,06/22/2019,2019,2,12:30:00,13300002,BOLÃVAR,HATILLO DE LOBA,JUANA SANCHEZ,CENTRO POBLADO,M,19,N.N.,N,NO APLICA,BACHILLER,11111,Mantenimiento - DistribuciÃ³n,Muerte,Fallas de aislamiento,Equipo defectuoso,Al lugar donde ocurrio el accidente no llegan nuestras redes de distribucion sin embargo se socializa con la comunidad sobre los riesgos que existen al manipular equipos electricos en mal estado
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,2019-07-11 00:00:00,2019,4,10:09:00,8001000,ATLÃNTICO,BARRANQUILLA,BARRANQUILLA,SECTOR URBANO,M,42,N.N.,N,NO APLICA,BACHILLER,11111,Mantenimiento - DistribuciÃ³n,Quemaduras,Otra,Contacto Directo,Se soacializa con la comunidad que no deben manipular las redes sin permiso de la empresa
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,2015-06-07 00:00:00,2015,3,14:00:00,8001000,ATLÃNTICO,BARRANQUILLA,BARRANQUILLA,CENTRO POBLADO,M,14,N.N.,N,NO APLICA,BACHILLER,11111,Mantenimiento - DistribuciÃ³n,Otra,Fallas de InstalaciÃ³n,Contacto Indirecto,SE CAMBIAN BANCO DE TRANSFORMADORES DE 25KVA POR UNO DE 50 KVA SE AJUSTAN SPT Y CONEXIONES DE RED DE BT
38213.0,CEN ENERGY S.A.S E.S.P,10/15/2020,2020,4,09:00:00,5001000,ANTIOQUIA,MEDELLÃN,MEDELLÃN,SECTOR URBANO,M,1,N.N.,N,NO APLICA,OTRO,11111,Otro - TransmisiÃ³n,Otra,Otra,Otra,Debido a las buenas practicas de ejecucion de los trabajos no se presentaron accidentes de origen electrico por lo cual no se han adaptado medidas extras para la ejecucion de los trabajos
3247.0,EMPRESA MULTIPROPÃ“SITO DE CALARCÃ S.A.S. E.S.P.,07/17/2014,2014,3,09:20:00,63130000,QUINDÃO,CALARCA,CALARCA,ZONA RURAL DISPERSA,M,37,C.C.,S,PLANTA,BÃSICA PRIMARIA,15,Mantenimiento - GeneraciÃ³n,Traumatismos,Fallas de operaciÃ³n,Otra,LLAMADO DE ATENCION POR NO USO DE ELEMENTOS DE PROTECCION PERSONAL MEMORANDO PARA PUBLICAR EN LAS CARTELERAS DE GENERACION DE ENERGIA CON MOTIVO DE OBLIGATORIEDAD DE UTILIZACION DE ELEMENTOS DE PROTECCION PERSONAL
3247.0,EMPRESA MULTIPROPÃ“SITO DE CALARCÃ S.A.S. E.S.P.,11/13/2012,2012,4,08:40:00,63130000,QUINDÃO,CALARCA,CALARCA,ZONA RURAL DISPERSA,M,23,C.C.,S,TEMPORAL,BACHILLER,1,Mantenimiento - GeneraciÃ³n,Traumatismos,Fallas de mantenimiento,Otra,REINDUCCION EN SALUD OCUPACIONAL AL COLABORADOR  CON EL FIN DE PREVENIR LA OCURRENCIA DE NUEVOS ACCIDENTES ALERTA DE SEGURIDAD CONSULTAR CON PROVEEDOR CANILLERAS DE SEGURIDAD
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,09/17/2014,2018,1,10:00:00,8001000,ATLÃNTICO,BARRANQUILLA,BARRANQUILLA,CENTRO POBLADO,M,18,C.C.,S,CONTRATISTA,TÃ‰CNICO SENA,2,Otro - ComercializaciÃ³n,Otra,Cortocircuito,CortoCircuito,Se socializa el evento con la operativa y se recuerda la importancia de cumplir el procedimiento para evitar incidentes de este tipo
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,08/30/2013,2013,3,13:00:00,13001000,BOLÃVAR,CARTAGENA DE INDIAS,CARTAGENA DE INDIAS,SECTOR URBANO,M,42,C.C.,N,NO APLICA,TÃ‰CNICO,11111,Mantenimiento - DistribuciÃ³n,Quemaduras,Accidentes externos,Contacto Indirecto,Se reparo linea secundaria fase se cambiaron 2 metros de CU numero 2 se aislo la retenida energizada Se retiro paso de Corriente
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,06/26/2015,2015,2,13:00:00,23500000,CÃ“RDOBA,MONITOS,MONITOS,SECTOR URBANO,M,6,N.N.,N,NO APLICA,BÃSICA PRIMARIA,11111,Mantenimiento - DistribuciÃ³n,Otra,Fallas de aislamiento,TensiÃ³n Contacto,Se aislo Acometida en mal estado la cual energizaba el cable de puesta a tierra del transformador
520.0,CENTRALES ELECTRICAS DE NARIÃ‘O S.A. E.S.P.,09/26/2017,2019,4,16:30:00,52001000,NARIÃ‘O,PASTO,SAN JUAN DE PASTO,SECTOR URBANO,M,27,C.C.,N,NO APLICA,TÃ‰CNICO,11111,OperaciÃ³n - GeneraciÃ³n,Quemaduras,Malos contactos,Contacto Directo,Se continuara realizando la supervision de los trabajadores a la hora de ejecutar actividades de alto riesgo
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,03/25/2016,2016,2,09:00:00,8421001,ATLÃNTICO,LURUACO,ARROYO DE PIEDRA,SECTOR URBANO,M,7,N.N.,N,NO APLICA,BÃSICA PRIMARIA,11111,Mantenimiento - DistribuciÃ³n,Otra,Otra,Contacto Directo,se retiro retenida del poste y se progrmao su instalacion con aislador tensor
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,07/28/2012,2012,4,08:23:00,8001000,ATLÃNTICO,BARRANQUILLA,BARRANQUILLA,SECTOR URBANO,F,10,N.N.,N,NO APLICA,BÃSICA PRIMARIA,11111,Mantenimiento - DistribuciÃ³n,ElectrÃ³lisis,Fallas de mantenimiento,Contacto Indirecto,Inmediatamente se procedio a la poda de dicho arbol quedando normalizada la anomalia
3372.0,A.S.C INGENIERIA SOCIEDAD ANONIMA SA ESP.,03/30/2020,2020,1,16:20:00,52001000,NARIÃ‘O,PASTO,SAN JUAN DE PASTO,CENTRO POBLADO,M,20,N.N.,N,NO APLICA,BÃSICA PRIMARIA,11111,Otro - ComercializaciÃ³n,Otra,Otra,Otra,CUMPLIMIENTO DE PROTOCOLOS
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,10/18/2015,2018,1,11:00:00,8634000,ATLÃNTICO,SABANAGRANDE,SABANAGRANDE,SECTOR URBANO,M,1,N.N.,N,NO APLICA,OTRO,11111,Mantenimiento - DistribuciÃ³n,Muerte,Otra,Contacto Directo,SE LE RECOMIENDA A LA MADRE NO PERMITIR DE QUE SUS HIJOS JUEGEN CON CABLES Y QUE LOS ELECTRODOMESTICOS QUE NO ESTEN USANDO DESCONECTARLOS
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,01/20/2018,2018,1,12:30:00,13001000,BOLÃVAR,CARTAGENA DE INDIAS,CARTAGENA DE INDIAS,SECTOR URBANO,M,19,N.N.,N,NO APLICA,BACHILLER,11111,Mantenimiento - DistribuciÃ³n,Quemaduras,Fallas de InstalaciÃ³n,Equipo defectuoso,Se le sugirio normalizar las instalaciones electricas internas
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,08/14/2012,2012,4,20:00:00,13001000,BOLÃVAR,CARTAGENA DE INDIAS,CARTAGENA DE INDIAS,SECTOR URBANO,M,4,N.N.,N,NO APLICA,OTRO,11111,Mantenimiento - DistribuciÃ³n,Muerte,Accidentes externos,Contacto Directo,No se tomaron ya que la instalacion no la mostraron y es interna las cuales los duenos deben mejorarla
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,2018-01-02 00:00:00,2018,1,12:45:00,8001000,ATLÃNTICO,BARRANQUILLA,BARRANQUILLA,SECTOR URBANO,F,13,N.N.,N,NO APLICA,BACHILLER,11111,Mantenimiento - DistribuciÃ³n,Otra,Vientos fuertes,Otra,Se verifico y se encontro la acometida levantada y conectada por terceros
564.0,EMPRESAS PÃšBLICAS DE MEDELLIN E.S.P.,01/24/2012,2012,1,21:50:00,5001000,ANTIOQUIA,MEDELLÃN,MEDELLÃN,SECTOR URBANO,M,24,N.N.,N,NO APLICA,PROFESIONAL,11111,Otro - DistribuciÃ³n,Muerte,Otra,TensiÃ³n de Paso,Se realiza revision de la cancha se alejaron elementos electricos de la cercania de la malla se realiza en compania del INDER la revision de todas las canchas de la ciudad
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,2016-09-08 00:00:00,2016,3,11:15:00,8001000,ATLÃNTICO,BARRANQUILLA,BARRANQUILLA,SECTOR URBANO,M,37,C.C.,N,NO APLICA,TÃ‰CNICO SENA,11111,Mantenimiento - DistribuciÃ³n,Quemaduras,ViolaciÃ³n de distancias de seguridad,Arcod ElÃ©ctricos,VERIFICAR SI SE CUMPLEN CON LAS DISTANCIAS DE SEGURIDAD
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,01/28/2017,2017,1,09:00:00,13430000,BOLÃVAR,MAGANGUE,MAGANGUE,SECTOR URBANO,M,35,C.C.,N,NO APLICA,TÃ‰CNICO,11111,Mantenimiento - DistribuciÃ³n,Quemaduras,Otra,Contacto Directo,se FInaliza los trabjos que estaba realizando el accidentado estrucutra de media tension en la matriz del circuito Centro
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,08/17/2016,2016,3,18:00:00,13430000,BOLÃVAR,MAGANGUE,MAGANGUE,SECTOR URBANO,F,3,T.I.,N,NO APLICA,OTRO,11111,Mantenimiento - DistribuciÃ³n,Otra,Fallas a tierra,Contacto Directo,DESENERGIZAR RETENIDA ENERGIZADA Y COLOCAR AISLADOR
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,2019-07-01 00:00:00,2019,1,16:00:00,13001000,BOLÃVAR,CARTAGENA DE INDIAS,CARTAGENA DE INDIAS,SECTOR URBANO,M,5,N.N.,N,NO APLICA,OTRO,11111,Mantenimiento - DistribuciÃ³n,Quemaduras,Falta conductor puesta a tierra,Contacto Directo,ver adjunto
2103.0,CODENSA S.A. ESP,08/14/2015,2015,3,02:45:00,11001000,"BOGOTÃ, D.C.","BOGOTA, D.C.","BOGOTA, D.C.",SECTOR URBANO,M,31,C.C.,N,NO APLICA,BACHILLER,11111,Mantenimiento - DistribuciÃ³n,Conjuntivitis,Otra,Arcod ElÃ©ctricos,Capacitacion en 5 reglas de oro actualizacion de procedimientos
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,04/23/2016,2016,3,07:30:00,13001000,BOLÃVAR,CARTAGENA DE INDIAS,CARTAGENA DE INDIAS,CENTRO POBLADO,M,31,C.C.,N,NO APLICA,OTRO,11111,Mantenimiento - DistribuciÃ³n,Quemaduras,ViolaciÃ³n de distancias de seguridad,Contacto Directo,Ninguna Fachada la construyeron a una distancia de aproximandamente 50 Cms de las redes energizadas a 7600 VoltiosFase mas cercana
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,2015-11-05 00:00:00,2015,2,17:40:00,13468000,BOLÃVAR,MOMPOS,MOMPOS,SECTOR URBANO,M,21,C.C.,N,NO APLICA,OTRO,11111,Mantenimiento - DistribuciÃ³n,Quemaduras,ViolaciÃ³n de distancias de seguridad,Arcod ElÃ©ctricos,en el momento del accidente se desenergiza instalacion afectada y se corrige dano causado por este
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,2019-01-05 00:00:00,2019,2,14:52:00,13001000,BOLÃVAR,CARTAGENA DE INDIAS,CARTAGENA DE INDIAS,SECTOR URBANO,M,38,C.C.,N,NO APLICA,BACHILLER,11111,Mantenimiento - DistribuciÃ³n,Quemaduras,Fallas de aislamiento,Arcod ElÃ©ctricos,Se desconecto el transformador particular para que el cliente cambiara el cortacircuito en mal estado
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,2018-04-12 00:00:00,2018,4,13:50:00,13001014,BOLÃVAR,CARTAGENA DE INDIAS,PUNTA ARENA,CENTRO POBLADO,M,35,C.C.,N,NO APLICA,BACHILLER,11111,Mantenimiento - DistribuciÃ³n,Muerte,Impericia en operaciÃ³n,Contacto Directo,Los Trabajos en redes energizadas lo deben de hacer personal experto y con la indumentaria aproiada
523.0,EMPRESA DE ENERGIA DEL  QUINDIO S.A.E.S.P.,2014-05-09 00:00:00,2014,3,09:00:00,63130000,QUINDÃO,CALARCA,CALARCA,SECTOR URBANO,M,40,C.C.,N,NO APLICA,BÃSICA PRIMARIA,11111,Otro - ComercializaciÃ³n,Otra,ViolaciÃ³n de distancias de seguridad,Contacto Indirecto,segmentar la divulgacion de reglamento  tecnico de instalaciones electricas retie  intensificar el plan de educacion a la ciudadania referente a los riesgos de trabajar cerca de lineas de energia
564.0,EMPRESAS PÃšBLICAS DE MEDELLIN E.S.P.,05/18/2015,2015,2,11:00:00,5001000,ANTIOQUIA,MEDELLÃN,MEDELLÃN,SECTOR URBANO,M,99,N.N.,N,NO APLICA,OTRO,11111,Mantenimiento - DistribuciÃ³n,Otra,Accidentes externos,Contacto Directo,Campana por radio y television  uso seguro de la electricidad
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,07/26/2014,2014,3,15:00:00,8758000,ATLÃNTICO,SOLEDAD,SOLEDAD,SECTOR URBANO,M,36,C.C.,N,NO APLICA,BACHILLER,11111,Mantenimiento - DistribuciÃ³n,Muerte,ViolaciÃ³n de distancias de seguridad,Contacto Indirecto,SE REALIZA CHARLA SOBRE LAS DISTANCIAS DE SEGURIDAD PARA TRABAJOS CERCA DE REDES ENERGIZADAS DICATMINADAS EN EL RETIE CAPITULO 134
564.0,EMPRESAS PÃšBLICAS DE MEDELLIN E.S.P.,12/15/2013,2013,4,15:00:00,5001000,ANTIOQUIA,MEDELLÃN,MEDELLÃN,ZONA RURAL DISPERSA,M,36,C.C.,N,NO APLICA,OTRO,11111,Otro - DistribuciÃ³n,Muerte,DesatenciÃ³n de normas tÃ©cnicas,Contacto Directo,instalar letreros de seguridad
523.0,EMPRESA DE ENERGIA DEL  QUINDIO S.A.E.S.P.,09/30/2011,2011,3,16:20:00,63001000,QUINDÃO,ARMENIA,ARMENIA,SECTOR URBANO,M,36,C.C.,N,NO APLICA,OTRO,11111,Otro - DistribuciÃ³n,Muerte,ViolaciÃ³n de distancias de seguridad,Arcod ElÃ©ctricos,contactar a las curadurias y oficinas de planeacion para identificar las obras desde el momento de la expedicion de la licencia de construccion
2103.0,CODENSA S.A. ESP,10/25/2018,2018,4,09:48:00,11001000,"BOGOTÃ, D.C.","BOGOTA, D.C.","BOGOTA, D.C.",SECTOR URBANO,M,23,C.C.,N,NO APLICA,OTRO,11111,,Quemaduras,ViolaciÃ³n de distancias de seguridad,Contacto Directo,39
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,2011-08-07 00:00:00,2011,3,08:00:00,8433000,ATLÃNTICO,MALAMBO,MALAMBO,ZONA RURAL DISPERSA,M,15,T.I.,N,NO APLICA,OTRO,11111,Otro - ComercializaciÃ³n,Quemaduras,Accidentes externos,Electricidad EstÃ¡tica,Se remitiÃ¯Â¿Â¿ la informaciÃ¯Â¿Â¿n al Ã¯Â¿Â¿rea de salud ocupacional de la compaÃ¯Â¿Â¿Ã¯Â¿Â¿a quienes brindaron la atenciÃ¯Â¿Â¿n medica necesario al caso.
3226.0,EMPRESA DISTRIBUIDORA DEL PACIFICO S.A. E.S.P,03/17/2015,2015,1,05:56:00,27001000,CHOCÃ“,QUIBDO,SAN FRANCISCO DE QUIBDO,SECTOR URBANO,M,16,N.N.,N,NO APLICA,OTRO,11111,Otro - DistribuciÃ³n,Quemaduras,Accidentes externos,Contacto Indirecto,Se desconecto restablecio el circuito luego de retirar los elementos de la linea y se realizo el llamado al cumplimineto RETIE
523.0,EMPRESA DE ENERGIA DEL  QUINDIO S.A.E.S.P.,2015-06-07 00:00:00,2015,3,09:15:00,63470000,QUINDÃO,MONTENEGRO,MONTENEGRO,ZONA RURAL DISPERSA,M,43,C.C.,N,CONTRATISTA,BACHILLER,11111,Otro - DistribuciÃ³n,Quemaduras,Fallas de aislamiento,Contacto Indirecto,Intensificar la divulgacion RETIE Asi mimso por parte del contratista a sus trabajadores mitigar los factores de riesgo del entorno en los planes de saud ocupacional
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,01/30/2013,2013,1,20:50:00,23580000,CÃ“RDOBA,PUERTO LIBERTADOR,PUERTO LIBERTADOR,SECTOR URBANO,M,50,C.C.,S,CONTRATISTA,BACHILLER,2,Mantenimiento - DistribuciÃ³n,Muerte,Negligencia en operaciÃ³n,Arcod ElÃ©ctricos,En reunion establecida Barranquilla le pidieron al contratista unas capacitaciones y cumplimientos contractuales en mejoras del proceso
564.0,EMPRESAS PÃšBLICAS DE MEDELLIN E.S.P.,08/13/2012,2012,3,10:15:00,5001000,ANTIOQUIA,MEDELLÃN,MEDELLÃN,SECTOR URBANO,M,40,C.C.,S,CONTRATISTA,TÃ‰CNICO SENA,13,Otro - DistribuciÃ³n,Quemaduras,ViolaciÃ³n de distancias de seguridad,Contacto Indirecto,concientizar al personal de la importancia de las reglas de oro al iniciar un trabajo en las lineas de energia
